station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,skyc1,skyl1,wxcodes,feel,metar,day,month,year,hr,min
VABB,2022-10-30 08:00:00,72.8585,19.1005,8.0,91.4,44.6,19.89,70.0,9.0,0.0,29.85,3.11,NSC,,FU,87.68,VABB 300800Z 07009KT 5000 FU NSC 33/07 Q1011 NOSIG,30,10,2022,8,0
VABB,2022-10-30 08:30:00,72.8585,19.1005,8.0,91.4,46.4,21.29,70.0,10.0,0.0,29.85,3.11,NSC,,FU,87.86,VABB 300830Z 07010KT 5000 FU NSC 33/08 Q1011 NOSIG,30,10,2022,8,30
VABB,2022-10-30 09:00:00,72.8585,19.1005,8.0,93.2,46.4,20.13,70.0,10.0,0.0,29.83,3.11,NSC,,FU,89.55,VABB 300900Z 07010KT 5000 FU NSC 34/08 Q1010 NOSIG,30,10,2022,9,0
VABB,2022-10-30 09:30:00,72.8585,19.1005,8.0,93.2,48.2,21.54,120.0,7.0,0.0,29.83,3.11,NSC,,FU,89.8,VABB 300930Z 12007KT 5000 FU NSC 34/09 Q1010 NOSIG,30,10,2022,9,30
VABB,2022-10-30 10:00:00,72.8585,19.1005,8.0,93.2,48.2,21.54,80.0,8.0,0.0,29.83,3.11,NSC,,FU,89.8,VABB 301000Z 08008KT 5000 FU NSC 34/09 Q1010 NOSIG,30,10,2022,10,0
VABB,2022-10-30 10:30:00,72.8585,19.1005,8.0,91.4,48.2,22.78,40.0,8.0,0.0,29.8,3.11,NSC,,FU,88.09,VABB 301030Z 04008KT 5000 FU NSC 33/09 Q1009 NOSIG,30,10,2022,10,30
VABB,2022-10-30 11:00:00,72.8585,19.1005,8.0,93.2,50.0,23.04,340.0,8.0,0.0,29.83,3.11,NSC,,FU,90.1,VABB 301100Z 34008KT 5000 FU NSC 34/10 Q1010 NOSIG,30,10,2022,11,0
VABB,2022-10-30 11:30:00,72.8585,19.1005,8.0,91.4,51.8,26.05,10.0,5.0,0.0,29.83,3.11,NSC,,FU,88.69,VABB 301130Z 01005KT 5000 FU NSC 33/11 Q1010 NOSIG,30,10,2022,11,30
VABB,2022-10-30 12:00:00,72.8585,19.1005,8.0,91.4,53.6,27.83,340.0,7.0,0.0,29.83,3.11,NSC,,FU,89.08,VABB 301200Z 34007KT 5000 FU NSC 33/12 Q1010 NOSIG,30,10,2022,12,0
VABB,2022-10-30 12:30:00,72.8585,19.1005,8.0,87.8,64.4,45.88,330.0,7.0,0.0,29.83,2.49,NSC,,FU,89.33,VABB 301230Z 33007KT 4000 FU NSC 31/18 Q1010 NOSIG,30,10,2022,12,30
VABB,2022-10-30 13:00:00,72.8585,19.1005,8.0,87.8,64.4,45.88,340.0,8.0,0.0,29.85,2.49,NSC,,FU,89.33,VABB 301300Z 34008KT 4000 FU NSC 31/18 Q1011 NOSIG,30,10,2022,13,0
VABB,2022-10-30 13:30:00,72.8585,19.1005,8.0,86.0,60.8,42.8,340.0,7.0,0.0,29.85,2.49,NSC,,FU,86.05,VABB 301330Z 34007KT 4000 FU NSC 30/16 Q1011 NOSIG,30,10,2022,13,30
VABB,2022-10-30 14:00:00,72.8585,19.1005,8.0,86.0,60.8,42.8,20.0,8.0,0.0,29.85,2.49,NSC,,FU,86.05,VABB 301400Z 02008KT 4000 FU NSC 30/16 Q1011 NOSIG,30,10,2022,14,0
VABB,2022-10-30 14:30:00,72.8585,19.1005,8.0,84.2,60.8,45.34,10.0,8.0,0.0,29.88,2.49,NSC,,FU,84.43,VABB 301430Z 01008KT 4000 FU NSC 29/16 Q1012 NOSIG,30,10,2022,14,30
VABB,2022-10-30 15:00:00,72.8585,19.1005,8.0,84.2,59.0,42.52,340.0,9.0,0.0,29.88,2.49,NSC,,FU,83.92,VABB 301500Z 34009KT 4000 FU NSC 29/15 Q1012 NOSIG,30,10,2022,15,0
VABB,2022-10-30 15:30:00,72.8585,19.1005,8.0,84.2,55.4,37.35,360.0,8.0,0.0,29.88,2.49,NSC,,FU,83.09,VABB 301530Z 36008KT 4000 FU NSC 29/13 Q1012 NOSIG,30,10,2022,15,30
VABB,2022-10-30 16:00:00,72.8585,19.1005,8.0,84.2,51.8,32.73,30.0,4.0,0.0,29.91,2.49,NSC,,FU,82.48,VABB 301600Z 03004KT 4000 FU NSC 29/11 Q1013 NOSIG,30,10,2022,16,0
VABB,2022-10-30 16:30:00,72.8585,19.1005,8.0,82.4,57.2,42.25,100.0,5.0,0.0,29.91,2.49,NSC,,FU,82.08,VABB 301630Z 10005KT 4000 FU NSC 28/14 Q1013 NOSIG,30,10,2022,16,30
VABB,2022-10-30 17:00:00,72.8585,19.1005,8.0,80.6,60.8,50.95,110.0,4.0,0.0,29.91,2.49,NSC,,FU,81.46,VABB 301700Z 11004KT 4000 FU NSC 27/16 Q1013 NOSIG,30,10,2022,17,0
VABB,2022-10-30 17:30:00,72.8585,19.1005,8.0,80.6,60.8,50.95,110.0,4.0,0.0,29.91,2.17,NSC,,FU,81.46,VABB 301730Z 11004KT 3500 FU NSC 27/16 Q1013 NOSIG,30,10,2022,17,30
VABB,2022-10-30 18:00:00,72.8585,19.1005,8.0,78.8,60.8,54.05,100.0,3.0,0.0,29.88,2.17,NSC,,FU,78.8,VABB 301800Z 10003KT 3500 FU NSC 26/16 Q1012 NOSIG,30,10,2022,18,0
VABB,2022-10-30 18:30:00,72.8585,19.1005,8.0,80.6,59.0,47.79,0.0,0.0,0.0,29.88,2.17,NSC,,FU,81.11,VABB 301830Z 00000KT 3500 FU NSC 27/15 Q1012 NOSIG,30,10,2022,18,30
VABB,2022-10-30 19:00:00,72.8585,19.1005,8.0,82.4,57.2,42.25,0.0,0.0,0.0,29.88,2.17,NSC,,FU,82.08,VABB 301900Z 00000KT 3500 FU NSC 28/14 Q1012 NOSIG,30,10,2022,19,0
VABB,2022-10-30 19:30:00,72.8585,19.1005,8.0,80.6,57.2,44.8,90.0,3.0,0.0,29.85,2.17,NSC,,FU,80.81,VABB 301930Z 09003KT 3500 FU NSC 27/14 Q1011 NOSIG,30,10,2022,19,30
VABB,2022-10-30 20:00:00,72.8585,19.1005,8.0,80.6,57.2,44.8,0.0,0.0,0.0,29.85,2.17,NSC,,FU,80.81,VABB 302000Z 00000KT 3500 FU NSC 27/14 Q1011 NOSIG,30,10,2022,20,0
VABB,2022-10-30 20:30:00,72.8585,19.1005,8.0,78.8,57.2,47.52,0.0,0.0,0.0,29.85,2.17,NSC,,FU,78.8,VABB 302030Z 00000KT 3500 FU NSC 26/14 Q1011 NOSIG,30,10,2022,20,30
VABB,2022-10-30 21:00:00,72.8585,19.1005,8.0,80.6,57.2,44.8,130.0,3.0,0.0,29.85,2.17,NSC,,FU,80.81,VABB 302100Z 13003KT 3500 FU NSC 27/14 Q1011 BECMG 3000 FU,30,10,2022,21,0
VABB,2022-10-30 21:30:00,72.8585,19.1005,8.0,78.8,57.2,47.52,180.0,3.0,0.0,29.85,1.86,NSC,,FU,78.8,VABB 302130Z 18003KT 3000 FU NSC 26/14 Q1011 NOSIG,30,10,2022,21,30
VABB,2022-10-30 22:00:00,72.8585,19.1005,8.0,77.0,59.0,53.8,0.0,0.0,0.0,29.83,1.86,NSC,,FU,77.0,VABB 302200Z 00000KT 3000 FU NSC 25/15 Q1010 NOSIG,30,10,2022,22,0
VABB,2022-10-30 22:30:00,72.8585,19.1005,8.0,77.0,59.0,53.8,120.0,3.0,0.0,29.83,1.86,NSC,,FU,77.0,VABB 302230Z 12003KT 3000 FU NSC 25/15 Q1010 NOSIG,30,10,2022,22,30
VABB,2022-10-30 23:00:00,72.8585,19.1005,8.0,80.6,59.0,47.79,0.0,0.0,0.0,29.85,1.86,NSC,,FU,81.11,VABB 302300Z 00000KT 3000 FU NSC 27/15 Q1011 NOSIG,30,10,2022,23,0
VABB,2022-10-30 23:30:00,72.8585,19.1005,8.0,78.8,59.0,50.69,130.0,3.0,0.0,29.85,1.86,NSC,,FU,78.8,VABB 302330Z 13003KT 3000 FU NSC 26/15 Q1011 NOSIG,30,10,2022,23,30
VABB,2022-10-31 00:00:00,72.8585,19.1005,8.0,75.2,60.8,60.9,120.0,5.0,0.0,29.85,1.86,NSC,,HZ,75.2,VABB 310000Z 12005KT 3000 HZ NSC 24/16 Q1011 NOSIG,31,10,2022,0,0
VABB,2022-10-31 00:30:00,72.8585,19.1005,8.0,75.2,60.8,60.9,120.0,5.0,0.0,29.85,1.86,NSC,,HZ,75.2,VABB 310030Z 12005KT 3000 HZ NSC 24/16 Q1011 NOSIG,31,10,2022,0,30
VABB,2022-10-31 01:00:00,72.8585,19.1005,8.0,75.2,60.8,60.9,110.0,4.0,0.0,29.88,1.55,NSC,,HZ,75.2,VABB 310100Z 11004KT 2500 HZ NSC 24/16 Q1012 NOSIG,31,10,2022,1,0
VABB,2022-10-31 01:30:00,72.8585,19.1005,8.0,75.2,60.8,60.9,110.0,4.0,0.0,29.88,1.37,NSC,,HZ,75.2,VABB 310130Z 11004KT 2200 HZ NSC 24/16 Q1012 NOSIG,31,10,2022,1,30
VABB,2022-10-31 02:00:00,72.8585,19.1005,8.0,77.0,62.6,61.13,100.0,4.0,0.0,29.88,1.37,NSC,,HZ,77.0,VABB 310200Z 10004KT 2200 HZ NSC 25/17 Q1012 NOSIG,31,10,2022,2,0
VABB,2022-10-31 02:30:00,72.8585,19.1005,8.0,77.0,59.0,53.8,110.0,4.0,0.0,29.91,1.37,NSC,,FU,77.0,VABB 310230Z 11004KT 2200 FU NSC 25/15 Q1013 NOSIG,31,10,2022,2,30
VABB,2022-10-31 03:00:00,72.8585,19.1005,8.0,78.8,59.0,50.69,100.0,4.0,0.0,29.91,1.37,NSC,,FU,78.8,VABB 310300Z 10004KT 2200 FU NSC 26/15 Q1013 NOSIG,31,10,2022,3,0
VABB,2022-10-31 03:30:00,72.8585,19.1005,8.0,82.4,59.0,45.07,120.0,3.0,0.0,29.91,1.55,NSC,,FU,82.46,VABB 310330Z 12003KT 2500 FU NSC 28/15 Q1013 BECMG 3000 FU,31,10,2022,3,30
VABB,2022-10-31 04:00:00,72.8585,19.1005,8.0,84.2,59.0,42.52,130.0,4.0,0.0,29.91,1.55,NSC,,FU,83.92,VABB 310400Z 13004KT 2500 FU NSC 29/15 Q1013 NOSIG,31,10,2022,4,0
VABB,2022-10-31 04:30:00,72.8585,19.1005,8.0,86.0,57.2,37.62,90.0,4.0,0.0,29.91,1.86,NSC,,FU,84.97,VABB 310430Z 09004KT 3000 FU NSC 30/14 Q1013 NOSIG,31,10,2022,4,30
VABB,2022-10-31 05:00:00,72.8585,19.1005,8.0,87.8,57.2,35.53,100.0,3.0,0.0,29.91,1.86,NSC,,FU,86.58,VABB 310500Z 10003KT 3000 FU NSC 31/14 Q1013 NOSIG,31,10,2022,5,0
VABB,2022-10-31 05:30:00,72.8585,19.1005,8.0,87.8,57.2,35.53,90.0,5.0,0.0,29.91,2.17,NSC,,FU,86.58,VABB 310530Z 09005KT 3500 FU NSC 31/14 Q1013 NOSIG,31,10,2022,5,30
VABB,2022-10-31 06:00:00,72.8585,19.1005,8.0,89.6,53.6,29.45,110.0,4.0,0.0,29.88,2.17,NSC,,FU,87.36,VABB 310600Z 11004KT 3500 FU NSC 32/12 Q1012 NOSIG,31,10,2022,6,0
VABB,2022-10-31 06:30:00,72.8585,19.1005,8.0,91.4,48.2,22.78,60.0,5.0,0.0,29.88,2.17,NSC,,FU,88.09,VABB 310630Z 06005KT 3500 FU NSC 33/09 Q1012 NOSIG,31,10,2022,6,30
VABB,2022-10-31 07:00:00,72.8585,19.1005,8.0,91.4,50.0,24.37,60.0,8.0,0.0,29.85,2.49,NSC,,FU,88.36,VABB 310700Z 06008KT 4000 FU NSC 33/10 Q1011 NOSIG,31,10,2022,7,0
VABB,2022-10-31 07:30:00,72.8585,19.1005,8.0,91.4,48.2,22.78,30.0,8.0,0.0,29.83,2.49,NSC,,FU,88.09,VABB 310730Z 03008KT 4000 FU NSC 33/09 Q1010 NOSIG,31,10,2022,7,30
VABB,2022-10-31 08:00:00,72.8585,19.1005,8.0,91.4,48.2,22.78,80.0,12.0,0.0,29.83,2.49,NSC,,FU,88.09,VABB 310800Z 08012KT 4000 FU NSC 33/09 Q1010 NOSIG,31,10,2022,8,0
VABB,2022-10-31 08:30:00,72.8585,19.1005,8.0,93.2,50.0,23.04,10.0,11.0,0.0,29.83,2.49,NSC,,FU,90.1,VABB 310830Z 01011KT 4000 FU NSC 34/10 Q1010 NOSIG,31,10,2022,8,30
VABB,2022-10-31 09:00:00,72.8585,19.1005,8.0,93.2,48.2,21.54,50.0,9.0,0.0,29.8,2.49,NSC,,FU,89.8,VABB 310900Z 05009KT 4000 FU NSC 34/09 Q1009 NOSIG,31,10,2022,9,0
VABB,2022-10-31 09:30:00,72.8585,19.1005,8.0,95.0,50.0,21.79,350.0,10.0,0.0,29.8,2.49,NSC,,FU,91.89,VABB 310930Z 35010KT 4000 FU NSC 35/10 Q1009 NOSIG,31,10,2022,9,30
VABB,2022-10-31 10:00:00,72.8585,19.1005,8.0,91.4,51.8,26.05,50.0,4.0,0.0,29.8,2.49,NSC,,FU,88.69,VABB 311000Z 05004KT 4000 FU NSC 33/11 Q1009 NOSIG,31,10,2022,10,0
VABB,2022-10-31 10:30:00,72.8585,19.1005,8.0,87.8,66.2,48.84,280.0,9.0,0.0,29.8,2.49,NSC,,FU,90.31,VABB 311030Z 28009KT 4000 FU NSC 31/19 Q1009 NOSIG,31,10,2022,10,30
VABB,2022-10-31 11:00:00,72.8585,19.1005,8.0,86.0,66.2,51.72,300.0,8.0,0.0,29.8,2.49,NSC,,FU,88.39,COR VABB 311100Z 30008KT 4000 FU NSC 30/19 Q1009 NOSIG,31,10,2022,11,0
VABB,2022-10-31 11:30:00,72.8585,19.1005,8.0,87.8,64.4,45.88,310.0,9.0,0.0,29.8,2.49,NSC,,FU,89.33,VABB 311130Z 31009KT 4000 FU NSC 31/18 Q1009 NOSIG,31,10,2022,11,30
VABB,2022-10-31 12:00:00,72.8585,19.1005,8.0,87.8,64.4,45.88,310.0,7.0,0.0,29.83,2.49,NSC,,FU,89.33,VABB 311200Z 31007KT 4000 FU NSC 31/18 Q1010 NOSIG,31,10,2022,12,0
VABB,2022-10-31 12:30:00,72.8585,19.1005,8.0,87.8,62.6,43.07,340.0,7.0,0.0,29.83,2.49,NSC,,FU,88.48,VABB 311230Z 34007KT 4000 FU NSC 31/17 Q1010 NOSIG,31,10,2022,12,30
VABB,2022-10-31 13:00:00,72.8585,19.1005,8.0,86.0,60.8,42.8,10.0,8.0,0.0,29.83,2.49,NSC,,FU,86.05,VABB 311300Z 01008KT 4000 FU NSC 30/16 Q1010 BECMG 3000 FU,31,10,2022,13,0
VABB,2022-10-31 13:30:00,72.8585,19.1005,8.0,86.0,59.0,40.14,340.0,7.0,0.0,29.85,2.17,NSC,,FU,85.47,VABB 311330Z 34007KT 3500 FU NSC 30/15 Q1011 NOSIG,31,10,2022,13,30
VABB,2022-10-31 14:00:00,72.8585,19.1005,8.0,86.0,59.0,40.14,340.0,7.0,0.0,29.85,2.17,NSC,,FU,85.47,VABB 311400Z 34007KT 3500 FU NSC 30/15 Q1011 NOSIG,31,10,2022,14,0
VABB,2022-10-31 14:30:00,72.8585,19.1005,8.0,84.2,59.0,42.52,340.0,6.0,0.0,29.85,2.17,NSC,,FU,83.92,VABB 311430Z 34006KT 3500 FU NSC 29/15 Q1011 NOSIG,31,10,2022,14,30
VABB,2022-10-31 15:00:00,72.8585,19.1005,8.0,84.2,57.2,39.86,10.0,6.0,0.0,29.88,2.17,NSC,,FU,83.47,VABB 311500Z 01006KT 3500 FU NSC 29/14 Q1012 NOSIG,31,10,2022,15,0
VABB,2022-10-31 15:30:00,72.8585,19.1005,8.0,84.2,57.2,39.86,350.0,6.0,0.0,29.88,2.17,NSC,,FU,83.47,VABB 311530Z 35006KT 3500 FU NSC 29/14 Q1012 NOSIG,31,10,2022,15,30
VABB,2022-10-31 16:00:00,72.8585,19.1005,8.0,84.2,60.8,45.34,30.0,4.0,0.0,29.88,2.17,NSC,,FU,84.43,VABB 311600Z 03004KT 3500 FU NSC 29/16 Q1012 NOSIG,31,10,2022,16,0
VABB,2022-10-31 16:30:00,72.8585,19.1005,8.0,82.4,60.8,48.05,40.0,6.0,0.0,29.88,2.17,NSC,,FU,82.9,VABB 311630Z 04006KT 3500 FU NSC 28/16 Q1012 NOSIG,31,10,2022,16,30
VABB,2022-10-31 17:00:00,72.8585,19.1005,8.0,82.4,62.6,51.21,50.0,3.0,0.0,29.88,2.17,NSC,,FU,83.41,VABB 311700Z 05003KT 3500 FU NSC 28/17 Q1012 NOSIG,31,10,2022,17,0
VABB,2022-10-31 17:30:00,72.8585,19.1005,8.0,80.6,62.6,54.3,100.0,4.0,0.0,29.88,2.17,NSC,,FU,81.84,VABB 311730Z 10004KT 3500 FU NSC 27/17 Q1012 NOSIG,31,10,2022,17,30
VABB,2022-10-31 18:00:00,72.8585,19.1005,8.0,78.8,60.8,54.05,120.0,2.0,0.0,29.88,2.17,NSC,,FU,78.8,VABB 311800Z 12002KT 3500 FU NSC 26/16 Q1012 NOSIG,31,10,2022,18,0
VABB,2022-10-31 18:30:00,72.8585,19.1005,8.0,77.0,60.8,57.36,140.0,2.0,0.0,29.88,2.17,NSC,,FU,77.0,VABB 311830Z 14002KT 3500 FU NSC 25/16 Q1012 NOSIG,31,10,2022,18,30
VABB,2022-10-31 19:00:00,72.8585,19.1005,8.0,78.8,59.0,50.69,80.0,4.0,0.0,29.88,2.17,NSC,,FU,78.8,VABB 311900Z 08004KT 3500 FU NSC 26/15 Q1012 NOSIG,31,10,2022,19,0
VABB,2022-10-31 19:30:00,72.8585,19.1005,8.0,77.0,59.0,53.8,90.0,3.0,0.0,29.85,2.17,NSC,,FU,77.0,VABB 311930Z 09003KT 3500 FU NSC 25/15 Q1011 NOSIG,31,10,2022,19,30
VABB,2022-10-31 20:00:00,72.8585,19.1005,8.0,77.0,57.2,50.43,90.0,4.0,0.0,29.85,2.17,NSC,,FU,77.0,VABB 312000Z 09004KT 3500 FU NSC 25/14 Q1011 NOSIG,31,10,2022,20,0
VABB,2022-10-31 20:30:00,72.8585,19.1005,8.0,77.0,55.4,47.25,80.0,5.0,0.0,29.85,2.17,NSC,,FU,77.0,VABB 312030Z 08005KT 3500 FU NSC 25/13 Q1011 NOSIG,31,10,2022,20,30
VABB,2022-10-31 21:00:00,72.8585,19.1005,8.0,77.0,53.6,44.25,70.0,4.0,0.0,29.85,2.17,NSC,,FU,77.0,VABB 312100Z 07004KT 3500 FU NSC 25/12 Q1011 NOSIG,31,10,2022,21,0
VABB,2022-10-31 21:30:00,72.8585,19.1005,8.0,78.8,53.6,41.69,80.0,6.0,0.0,29.85,2.17,NSC,,FU,78.8,VABB 312130Z 08006KT 3500 FU NSC 26/12 Q1011 NOSIG,31,10,2022,21,30
VABB,2022-10-31 22:00:00,72.8585,19.1005,8.0,77.0,55.4,47.25,100.0,3.0,0.0,29.85,2.17,NSC,,FU,77.0,VABB 312200Z 10003KT 3500 FU NSC 25/13 Q1011 NOSIG,31,10,2022,22,0
VABB,2022-10-31 22:30:00,72.8585,19.1005,8.0,75.2,55.4,50.17,120.0,4.0,0.0,29.85,2.17,NSC,,FU,75.2,VABB 312230Z 12004KT 3500 FU NSC 24/13 Q1011 NOSIG,31,10,2022,22,30
VABB,2022-10-31 23:00:00,72.8585,19.1005,8.0,75.2,53.6,46.98,90.0,4.0,0.0,29.85,2.17,NSC,,FU,75.2,VABB 312300Z 09004KT 3500 FU NSC 24/12 Q1011 NOSIG,31,10,2022,23,0
VABB,2022-10-31 23:30:00,72.8585,19.1005,8.0,77.0,51.8,41.42,90.0,8.0,0.0,29.85,2.17,NSC,,FU,77.0,VABB 312330Z 09008KT 3500 FU NSC 25/11 Q1011 NOSIG,31,10,2022,23,30
VABB,2022-11-01 00:00:00,72.8585,19.1005,8.0,77.0,53.6,44.25,80.0,5.0,0.0,29.88,2.17,NSC,,FU,77.0,VABB 010000Z 08005KT 3500 FU NSC 25/12 Q1012 NOSIG,1,11,2022,0,0
VABB,2022-11-01 00:30:00,72.8585,19.1005,8.0,77.0,53.6,44.25,90.0,6.0,0.0,29.88,2.17,NSC,,FU,77.0,COR VABB 010030Z 09006KT 3500 FU NSC 25/12 Q1012 BECMG 3000 FU,1,11,2022,0,30
VABB,2022-11-01 01:00:00,72.8585,19.1005,8.0,77.0,55.4,47.25,90.0,4.0,0.0,29.88,1.55,NSC,,FU,77.0,VABB 010100Z 09004KT 2500 FU NSC 25/13 Q1012 NOSIG,1,11,2022,1,0
VABB,2022-11-01 01:30:00,72.8585,19.1005,8.0,77.0,57.2,50.43,60.0,3.0,0.0,29.91,1.55,NSC,,FU,77.0,VABB 010130Z 06003KT 2500 FU NSC 25/14 Q1013 NOSIG,1,11,2022,1,30
VABB,2022-11-01 02:00:00,72.8585,19.1005,8.0,78.8,55.4,44.52,50.0,5.0,0.0,29.91,1.55,NSC,,FU,78.8,VABB 010200Z 05005KT 2500 FU NSC 26/13 Q1013 NOSIG,1,11,2022,2,0
VABB,2022-11-01 02:30:00,72.8585,19.1005,8.0,78.8,57.2,47.52,30.0,4.0,0.0,29.94,1.55,NSC,,FU,78.8,VABB 010230Z 03004KT 2500 FU NSC 26/14 Q1014 NOSIG,1,11,2022,2,30
VABB,2022-11-01 03:00:00,72.8585,19.1005,8.0,80.6,57.2,44.8,20.0,4.0,0.0,29.94,1.55,NSC,,FU,80.81,VABB 010300Z 02004KT 2500 FU NSC 27/14 Q1014 NOSIG,1,11,2022,3,0
VABB,2022-11-01 03:30:00,72.8585,19.1005,8.0,82.4,57.2,42.25,90.0,7.0,0.0,29.94,1.55,NSC,,FU,82.08,VABB 010330Z 09007KT 2500 FU NSC 28/14 Q1014 NOSIG,1,11,2022,3,30
VABB,2022-11-01 04:00:00,72.8585,19.1005,8.0,84.2,59.0,42.52,90.0,6.0,0.0,29.97,1.55,NSC,,FU,83.92,VABB 010400Z 09006KT 2500 FU NSC 29/15 Q1015 NOSIG,1,11,2022,4,0
VABB,2022-11-01 04:30:00,72.8585,19.1005,8.0,84.2,57.2,39.86,90.0,9.0,0.0,29.97,1.55,NSC,,FU,83.47,VABB 010430Z 09009KT 2500 FU NSC 29/14 Q1015 NOSIG,1,11,2022,4,30
VABB,2022-11-01 05:00:00,72.8585,19.1005,8.0,84.2,57.2,39.86,90.0,7.0,0.0,29.97,1.55,NSC,,FU,83.47,VABB 010500Z 09007KT 2500 FU NSC 29/14 Q1015 NOSIG,1,11,2022,5,0
VABB,2022-11-01 05:30:00,72.8585,19.1005,8.0,86.0,55.4,35.25,110.0,8.0,0.0,29.94,1.55,NSC,,FU,84.54,VABB 010530Z 11008KT 2500 FU NSC 30/13 Q1014 NOSIG,1,11,2022,5,30
VABB,2022-11-01 06:00:00,72.8585,19.1005,8.0,86.0,57.2,37.62,110.0,6.0,0.0,29.94,1.55,NSC,,FU,84.97,VABB 010600Z 11006KT 2500 FU NSC 30/14 Q1014 NOSIG,1,11,2022,6,0
VABB,2022-11-01 06:30:00,72.8585,19.1005,8.0,87.8,51.8,29.18,40.0,5.0,0.0,29.91,1.55,NSC,,FU,85.39,VABB 010630Z 04005KT 2500 FU NSC 31/11 Q1013 NOSIG,1,11,2022,6,30
VABB,2022-11-01 07:00:00,72.8585,19.1005,8.0,87.8,48.2,25.52,70.0,6.0,0.0,29.91,1.55,NSC,,FU,84.87,VABB 010700Z 07006KT 2500 FU NSC 31/09 Q1013 BECMG 3000 FU,1,11,2022,7,0
